customer_id,signup_date,country_code,postal_code,age,employment_status,annual_income,plan_type,tenure_months,monthly_charges,total_charges,support_calls,region,data_plan,churned
CUS100163,2020-03-10,DE,67243,30,unemployed,,Standard,67,34.61,2318.87,0,EU-WEST,unlimited,0
CUS100487,2020-11-22,DE,57423,32,employed,31972.0,Standard,48,41.76,2004.48,0,EU-WEST,unlimited,0
CUS100235,2022-09-01,NA,16034,36,retired,57776.0,Basic,10,23.99,239.9,4,EU-WEST,unlimited,0
CUS100306,2020-01-24,BE,34390,44,retired,19959.0,Basic,23,21.56,495.88,2,EU-WEST,unlimited,0
CUS100154,2021-12-29,NL,87391,71,employed,,Premium,44,72.99,3211.56,0,EU-WEST,unlimited,1
CUS100443,2022-06-02,DE,64966,74,employed,38438.0,Basic,15,20.31,304.65,4,EU-WEST,unlimited,1
CUS100273,2021-10-06,DE,90371,67,retired,94457.0,Basic,71,16.61,1179.31,1,EU-WEST,unlimited,0
CUS100331,2020-11-21,DE,14899,55,employed,67830.0,Premium,35,84.12,2944.2,1,EU-WEST,unlimited,0
CUS100131,2019-03-15,FR,83598,70,employed,45772.0,Basic,18,26.14,470.52,1,EU-WEST,unlimited,0
CUS100093,2022-03-16,DE,51879,60,employed,19894.0,Standard,7,51.62,361.34,3,EU-WEST,unlimited,0
CUS100099,2019-05-20,NL,84646,33,employed,32425.0,Premium,63,72.89,4592.07,0,EU-WEST,unlimited,0
CUS100610,2024-02-19,FR,68264,49,employed,50449.0,Standard,15,45.24,678.6,3,EU-WEST,unlimited,1
CUS100143,2020-08-15,NA,47310,71,employed,85901.0,Premium,22,75.68,1664.96,0,EU-WEST,unlimited,1
CUS900004,2024-01-17,DE,49290,19,self-employed,23695.0,Basic,20,20.88,417.6,2,EU-WEST,unlimited,0
CUS100129,2019-06-26,BE,14321,76,student,47632.0,Basic,32,24.01,768.32,0,EU-WEST,unlimited,0
CUS100493,2021-03-07,DE,82369,34,student,44909.0,Standard,10,44.57,445.7,1,EU-WEST,unlimited,1
CUS100148,2020-05-15,DE,70327,44,employed,64572.0,Premium,39,70.37,2744.43,2,EU-WEST,unlimited,0
CUS100397,2024-01-30,DE,04838,59,employed,66864.0,Standard,68,58.14,3953.52,2,EU-WEST,unlimited,0
CUS100226,2020-09-19,DE,71412,43,self-employed,59957.0,Basic,30,32.14,964.2,2,EU-WEST,unlimited,1
CUS100448,2023-12-29,DE,36534,73,unemployed,28757.0,Basic,19,21.17,402.23,2,EU-WEST,unlimited,0
CUS100249,2020-05-27,CH,34554,21,employed,49230.0,Basic,53,-12.5,1168.12,1,EU-WEST,unlimited,0
CUS100084,2021-07-23,DE,21044,70,employed,50854.0,Basic,14,24.76,346.64,2,EU-WEST,unlimited,0
CUS100322,2022-01-18,AT,69451,36,employed,38363.0,Basic,22,17.9,393.8,1,EU-WEST,unlimited,1
CUS100200,2023-10-06,AT,97903,26,employed,46473.0,Premium,30,76.27,2288.1,1,EU-WEST,unlimited,0
CUS100319,2019-12-25,DE,42289,19,employed,35470.0,Basic,4,23.92,95.68,1,EU-WEST,unlimited,1
CUS100091,2022-05-21,DE,63586,51,employed,30514.0,Business,54,91.73,4953.42,1,EU-WEST,unlimited,0
CUS100220,2019-04-20,DE,37730,55,employed,56129.0,Basic,39,21.29,830.31,1,EU-WEST,unlimited,0
CUS100028,2020-04-09,DE,70818,58,employed,38395.0,Standard,35,54.54,1908.9,4,EU-WEST,unlimited,1
CUS100583,2021-02-08,BE,41727,38,self-employed,,Basic,14,24.62,344.68,0,EU-WEST,unlimited,0
CUS100072,2024-05-23,DE,76797,68,self-employed,34317.0,Standard,52,42.81,2226.12,2,EU-WEST,unlimited,0
CUS100593,2024-04-01,DE,22025,66,self-employed,,Premium,68,83.73,5693.64,0,EU-WEST,unlimited,0
CUS100425,2024-09-15,DE,70966,46,retired,24798.0,Standard,9,44.3,398.7,3,EU-CENTRAL,unlimited,1
CUS100420,2021-03-19,DE,69260,46,retired,40325.0,Basic,42,22.68,952.56,3,EU-WEST,unlimited,0
CUS100396,2023-01-09,NL,20009,59,retired,36432.0,Standard,42,44.68,1876.56,2,EU-WEST,unlimited,0
CUS100281,2022-06-05,CH,74941,29,employed,54443.0,Standard,54,38.6,2084.4,1,EU-WEST,unlimited,0
CUS100182,2021-03-23,AT,23905,40,employed,33368.0,Business,70,90.48,6333.6,4,EU-WEST,unlimited,0
CUS100175,2022-07-07,DE,23686,60,retired,58509.0,Standard,28,36.77,1029.56,2,EU-WEST,unlimited,1
CUS100540,2019-08-11,NL,36144,25,employed,,Business,35,94.47,3306.45,3,EU-WEST,unlimited,0
CUS100485,2024-04-19,DE,81580,52,employed,58988.0,Standard,33,39.66,1308.78,3,EU-WEST,unlimited,0
CUS100401,2021-02-09,DE,02275,30,employed,40051.0,Basic,59,26.84,1583.56,3,EU-WEST,unlimited,1
CUS100580,2023-02-27,DE,16754,30,employed,35042.0,Basic,41,24.92,1021.72,1,EU-WEST,unlimited,1
CUS100544,2020-10-07,DE,81524,51,employed,45356.0,Business,2,104.71,209.42,3,EU-WEST,unlimited,1
CUS100440,2022-07-10,DE,84950,63,retired,55336.0,Standard,55,50.91,2800.05,0,EU-WEST,unlimited,0
CUS100464,2019-05-16,DE,92632,32,employed,26802.0,Basic,23,18.38,422.74,1,EU-WEST,unlimited,1
CUS100435,2023-04-06,NL,64969,68,student,52862.0,Basic,58,23.52,1364.16,2,EU-WEST,unlimited,0
CUS100080,2022-12-23,NA,39779,42,unemployed,115503.0,Premium,39,76.25,2973.75,0,EU-WEST,unlimited,0
CUS100350,2022-08-31,NL,50335,31,employed,49857.0,Basic,49,704.0,1133.86,2,EU-WEST,unlimited,0
CUS100351,2023-04-19,BE,01440,70,employed,88713.0,Basic,30,17.34,520.2,1,EU-WEST,unlimited,0
CUS100063,2019-04-15,DE,77715,69,unemployed,,Business,18,87.97,1583.46,0,EU-WEST,unlimited,1
CUS100061,2031-06-14,DE,69676,77,employed,36710.0,Basic,36,25.15,905.4,1,EU-WEST,unlimited,0
CUS100278,2019-02-25,DE,51576,66,employed,23393.0,Standard,65,31.21,2028.65,0,EU-WEST,unlimited,0
CUS100525,2023-12-03,DE,32148,59,employed,42789.0,Basic,10,25.61,256.1,0,EU-WEST,unlimited,0
CUS100528,2021-10-07,FR,11305,35,unemployed,65884.0,Basic,61,27.32,1666.52,1,EU-WEST,unlimited,0
CUS100279,2022-10-20,NL,94438,46,unemployed,21949.0,Premium,65,82.51,5363.15,1,EU-WEST,unlimited,1
CUS100526,2020-11-02,DE,25401,25,unemployed,,Premium,37,71.76,2655.12,0,EU-WEST,unlimited,0
CUS100441,2023-12-22,DE,13722,54,student,43001.0,Premium,64,85.31,5459.84,1,EU-WEST,unlimited,1
CUS100186,2019-03-14,DE,99451,42,employed,48734.0,Business,55,93.09,5119.95,0,EU-WEST,unlimited,0
CUS100008,2024-05-27,DE,04249,53,employed,,Basic,4,29.46,117.84,2,EU-WEST,unlimited,1
CUS100085,2019-03-18,DE,97551,77,employed,30742.0,Basic,37,25.63,948.31,2,EU-WEST,unlimited,0
CUS100436,2021-12-14,DE,27517,29,employed,89075.0,Premium,22,68.68,1510.96,2,EU-WEST,unlimited,1
CUS100305,2020-07-21,BE,61653,67,employed,30531.0,Premium,49,85.24,4176.76,3,EU-WEST,unlimited,0
CUS100415,2024-02-14,NL,57628,77,employed,51556.0,Basic,70,16.63,1164.1,1,EU-WEST,unlimited,0
CUS100530,2023-09-15,AT,07225,42,employed,64506.0,Basic,47,22.29,1047.63,0,EU-WEST,unlimited,0
CUS100096,2021-02-01,DE,78849,72,student,31765.0,Standard,53,46.36,2457.08,1,EU-WEST,unlimited,0
CUS100302,2019-05-02,BE,90218,50,employed,73701.0,Business,57,100.41,5723.37,1,EU-WEST,unlimited,0
CUS100156,2019-06-26,AT,38204,41,employed,19797.0,Premium,70,85.08,5955.6,2,EU-WEST,unlimited,0
CUS100439,2023-06-22,DE,09356,32,employed,30659.0,Basic,56,24.08,1348.48,2,EU-WEST,unlimited,0
CUS100364,2023-08-13,FR,69642,65,employed,39101.0,Standard,54,38.87,2098.98,1,EU-WEST,unlimited,0
CUS100121,2021-11-22,AT,44158,58,employed,,Basic,44,26.15,1150.6,4,EU-WEST,unlimited,0
CUS100574,2024-10-28,DE,81066,67,employed,41634.0,Basic,54,20.62,1113.48,2,EU-WEST,unlimited,0
CUS100211,2020-10-08,AT,14805,24,student,44433.0,Standard,25,30.73,768.25,2,EU-WEST,unlimited,0
CUS100293,2020-09-16,DE,15344,63,unemployed,,Basic,5,31.73,158.65,0,EU-WEST,unlimited,1
CUS100344,2023-09-24,CH,63338,62,student,,Standard,30,55.41,1662.3,4,EU-WEST,unlimited,0
CUS100590,2021-08-14,DE,46226,55,employed,55652.0,Basic,30,32.28,968.4,0,EU-WEST,unlimited,1
CUS100508,2021-08-27,DE,20757,77,employed,16601.0,Standard,16,43.86,701.76,1,EU-WEST,unlimited,1
CUS100164,2024-09-25,DE,50342,54,employed,34728.0,Standard,18,37.26,670.68,3,EU-WEST,unlimited,0
CUS100471,2024-03-11,NL,66479,33,employed,43214.0,Standard,2,44.46,88.92,1,EU-WEST,unlimited,0
CUS100474,2020-08-23,DE,92147,34,unemployed,,Premium,48,78.91,3787.68,0,EU-WEST,unlimited,0
CUS100378,2021-08-21,BE,25299,30,student,43003.0,Standard,51,43.55,2221.05,0,EU-WEST,unlimited,0
CUS100234,2023-11-04,AT,18839,24,employed,35132.0,Premium,47,72.79,3421.13,4,EU-WEST,unlimited,0
CUS100584,2019-05-27,DE,87370,60,employed,75108.0,Basic,4,31.24,124.96,3,EU-WEST,unlimited,1
CUS100179,2020-05-04,AT,07548,20,employed,24359.0,Business,18,99.39,1789.02,3,EU-WEST,unlimited,0
CUS100519,2024-02-29,AT,17273,26,self-employed,,Basic,22,29.85,656.7,0,EU-WEST,unlimited,1
CUS100308,2022-02-13,CH,20182,46,student,32331.0,Premium,10,79.06,790.6,2,EU-WEST,unlimited,0
CUS100069,2023-08-18,DE,34655,45,employed,24991.0,Business,50,96.13,4806.5,1,EU-WEST,unlimited,0
CUS100271,2019-05-31,DE,56221,60,student,49441.0,Business,33,91.65,3024.45,0,EU-WEST,unlimited,1
CUS100603,2021-06-15,NL,96775,70,employed,37650.0,Standard,14,35.59,498.26,2,EU-WEST,unlimited,0
CUS100023,2019-10-26,DE,93547,70,employed,61114.0,Basic,21,34.01,714.21,1,EU-WEST,unlimited,0
CUS100373,2019-01-29,DE,93686,76,employed,25448.0,Premium,3,79.6,238.8,0,EU-WEST,unlimited,1
CUS100292,2023-05-01,AT,79242,59,employed,25314.0,Basic,7,20.55,143.85,1,EU-WEST,unlimited,1
CUS100418,2024-01-29,NL,50277,75,employed,86872.0,Basic,2,22.91,45.82,2,EU-WEST,unlimited,1
CUS100600,2023-05-28,FR,76858,44,employed,29683.0,Premium,23,83.95,1930.85,3,EU-WEST,unlimited,0
CUS100058,2024-08-15,DE,62881,52,employed,73280.0,Business,32,99.96,3198.72,0,EU-WEST,unlimited,0
CUS100557,2023-11-14,NL,28989,50,student,32292.0,Standard,56,56.23,3148.88,2,EU-WEST,unlimited,0
CUS100079,2020-09-21,DE,44761,42,student,31072.0,Premium,12,76.94,923.28,1,EU-WEST,unlimited,1
CUS100265,2024-09-16,DE,21423,74,self-employed,32179.0,Basic,25,21.7,542.5,1,EU-WEST,unlimited,0
CUS100321,2020-08-01,DE,78844,61,employed,24350.0,Premium,16,69.8,1116.8,0,EU-WEST,unlimited,0
CUS100486,2022-01-16,DE,74919,55,employed,31458.0,Standard,72,49.73,3580.56,1,EU-WEST,unlimited,0
CUS100582,2023-12-19,DE,82114,37,unemployed,32223.0,Basic,64,34.52,2209.28,2,EU-WEST,unlimited,0
CUS100092,2022-09-08,DE,80625,45,employed,46743.0,Basic,35,21.85,764.75,1,EU-WEST,unlimited,0
CUS100369,2024-09-12,CH,47661,27,retired,81069.0,Business,66,99.24,6549.84,1,EU-WEST,unlimited,1
CUS100454,2023-04-17,DE,36945,62,unemployed,29382.0,Basic,4,30.5,122.0,1,EU-WEST,unlimited,1
CUS100511,2019-07-18,DE,79184,52,employed,31073.0,Basic,33,15.83,522.39,0,EU-WEST,unlimited,1
CUS100147,2024-09-25,NL,25947,76,student,34228.0,Standard,48,47.44,2277.12,3,EU-WEST,unlimited,0
CUS100251,2022-05-28,DE,99399,32,employed,63683.0,Basic,17,31.1,528.7,3,EU-WEST,unlimited,1
CUS100212,2020-06-10,DE,95382,22,self-employed,43251.0,Basic,5,29.03,145.15,0,EU-WEST,unlimited,1
CUS100520,2024-11-03,DE,51754,64,employed,47336.0,Premium,12,78.93,947.16,3,EU-WEST,unlimited,1
CUS100480,2022-09-25,DE,28141,38,student,29163.0,Business,65,88.46,5749.9,2,EU-WEST,unlimited,1
CUS100276,2019-04-22,CH,62420,37,employed,,Business,69,93.84,6474.96,0,EU-WEST,unlimited,0
CUS100348,2019-02-12,DE,38964,68,employed,24773.0,Basic,53,23.52,1246.56,2,EU-WEST,unlimited,0
CUS100607,2023-06-10,CH,16449,56,student,21533.0,Business,55,102.97,5663.35,0,EU-CENTRAL,unlimited,0
CUS100377,2023-03-04,DE,59807,23,student,29285.0,Standard,19,49.87,947.53,3,EU-WEST,unlimited,0
CUS100012,2019-07-13,DE,18203,21,unemployed,,Premium,66,80.53,5314.98,1,EU-WEST,unlimited,0
CUS100303,2024-07-27,DE,79513,73,retired,,Standard,59,37.91,2236.69,0,EU-WEST,unlimited,0
CUS100476,2021-10-02,CH,64298,53,self-employed,39295.0,Business,12,96.59,1159.08,4,EU-WEST,unlimited,1
CUS100616,2024-10-05,NL,79840,65,employed,100197.0,Premium,35,76.49,2677.15,1,EU-WEST,unlimited,0
CUS100427,2021-05-26,NA,33598,35,employed,14514.0,Premium,46,80.95,3723.7,2,EU-WEST,unlimited,0
CUS100324,2022-06-26,NL,45009,35,unemployed,,Premium,59,72.22,4260.98,0,EU-WEST,unlimited,0
CUS100260,2023-03-04,NA,27096,-1,employed,47621.0,Premium,23,68.62,1578.26,1,EU-WEST,unlimited,1
CUS100541,2024-01-29,CH,46051,52,student,17509.0,Basic,45,16.73,752.85,2,EU-WEST,unlimited,0
CUS100054,2021-09-09,BE,88001,65,student,42330.0,Standard,59,45.04,2657.36,1,EU-WEST,unlimited,1
CUS100560,2024-10-06,DE,85332,54,employed,18785.0,Basic,62,28.6,1773.2,2,EU-WEST,unlimited,0
CUS100150,2021-05-22,FR,56942,22,unemployed,22026.0,Standard,61,46.74,2851.14,2,EU-WEST,unlimited,0
CUS100382,2024-01-14,NL,39845,71,employed,134075.0,Standard,70,51.68,3617.6,4,EU-WEST,unlimited,0
CUS100563,2023-06-19,DE,23678,71,employed,49455.0,Business,27,102.25,2760.75,4,EU-WEST,unlimited,0
CUS100400,2021-07-11,FR,50281,44,student,45058.0,Premium,47,79.82,3751.54,1,EU-WEST,unlimited,0
CUS100106,2024-10-08,DE,81225,77,employed,49256.0,Premium,48,78.75,3780.0,2,EU-WEST,unlimited,0
CUS100231,2020-09-29,AT,25094,41,employed,,Premium,55,84.65,4655.75,2,EU-WEST,unlimited,0
CUS100237,2022-09-02,DE,14388,77,retired,56939.0,Standard,31,36.49,1131.19,1,EU-WEST,unlimited,1
CUS100453,2019-02-03,DE,34606,70,self-employed,11870.0,Basic,48,17.74,851.52,1,EU-WEST,unlimited,1
CUS100024,2022-07-22,DE,28013,50,student,29038.0,Business,52,94.79,4929.08,0,EU-WEST,unlimited,0
CUS100299,2021-02-15,AT,68145,76,retired,81133.0,Basic,69,38.45,2653.05,2,EU-WEST,unlimited,0
CUS100586,2022-06-27,DE,05524,45,self-employed,,Premium,33,76.22,?,1,EU-WEST,unlimited,0
CUS100326,2022-09-26,DE,25836,31,employed,36361.0,Basic,43,31.37,1348.91,4,EU-WEST,unlimited,0
CUS100615,2020-10-15,DE,64724,43,employed,40881.0,Basic,31,25.45,788.95,2,EU-WEST,unlimited,0
CUS100512,2022-06-04,DE,86598,70,unemployed,28717.0,Premium,43,83.64,3596.52,0,EU-WEST,unlimited,0
CUS100082,2023-11-16,DE,56522,42,employed,36882.0,Premium,70,67.85,4749.5,1,EU-WEST,unlimited,0
CUS100532,2024-12-01,AT,70350,54,employed,61841.0,Standard,54,50.16,2708.64,2,EU-WEST,unlimited,0
CUS100357,2021-01-09,NL,67108,63,self-employed,66648.0,Business,53,89.99,4769.47,2,EU-CENTRAL,unlimited,0
CUS100570,2021-11-19,NA,73595,63,self-employed,,Business,59,92.58,5462.22,4,EU-WEST,unlimited,0
CUS100470,2019-08-29,AT,90376,64,employed,34067.0,Premium,25,74.76,1869.0,2,EU-WEST,unlimited,0
CUS100101,2021-02-07,DE,35253,36,retired,52612.0,Standard,27,38.31,1034.37,3,EU-WEST,unlimited,0
CUS100076,2020-10-24,DE,64689,26,employed,85221.0,Business,45,96.45,4340.25,2,EU-WEST,unlimited,1
CUS100291,2021-08-04,NL,76139,27,employed,33140.0,Premium,67,84.05,unknown,2,EU-WEST,unlimited,0
CUS100282,2024-12-25,DE,84319,77,student,22620.0,Business,42,100.07,4202.94,2,EU-WEST,unlimited,1
CUS100589,2021-08-21,NL,54616,54,employed,39794.0,Basic,52,19.5,1014.0,0,EU-WEST,unlimited,0
CUS100389,2022-07-16,NA,29908,20,employed,28790.0,Basic,12,24.69,296.28,1,EU-WEST,unlimited,1
CUS100112,2024-04-13,NL,41075,40,employed,38037.0,Basic,28,21.08,590.24,2,EU-WEST,unlimited,0
CUS100596,2019-08-05,FR,31745,61,employed,43115.0,Basic,7,23.64,165.48,1,EU-WEST,unlimited,0
CUS100597,2019-10-05,AT,22480,61,student,54006.0,Business,56,98.84,5535.04,2,EU-WEST,unlimited,1
CUS100246,2024-10-13,DE,41987,51,employed,25584.0,Business,69,88.7,6120.3,1,EU-WEST,unlimited,0
CUS100145,2023-03-02,FR,33942,36,retired,61202.0,Standard,63,43.47,2738.61,1,EU-WEST,unlimited,0
CUS100283,2022-10-09,DE,12385,20,retired,68382.0,Standard,42,44.55,1871.1,3,EU-WEST,unlimited,0
CUS100409,2024-11-02,NL,58476,45,student,,Standard,42,43.02,1806.84,1,EU-WEST,unlimited,0
CUS100598,2021-08-26,DE,36219,35,self-employed,,Basic,44,29.46,1296.24,3,EU-WEST,unlimited,0
CUS100110,2023-08-09,FR,80591,62,employed,28420.0,Standard,17,55.07,936.19,0,EU-WEST,unlimited,1
CUS100613,2019-07-08,FR,90766,54,employed,43346.0,Basic,28,39.93,1118.04,3,EU-WEST,unlimited,1
CUS100090,2020-08-12,CH,02836,72,self-employed,,Basic,4,33.05,132.2,4,EU-WEST,unlimited,1
CUS100205,2020-12-16,DE,54713,63,employed,69422.0,Standard,31,46.67,1446.77,1,EU-WEST,unlimited,0
CUS100170,2024-04-10,BE,23744,55,retired,65994.0,Basic,70,27.97,1957.9,2,EU-WEST,unlimited,1
CUS100109,2021-09-09,CH,80402,19,employed,,Basic,24,25.8,619.2,3,EU-WEST,unlimited,1
CUS100232,2024-12-06,DE,42694,76,unemployed,27692.0,Standard,54,49.93,2696.22,1,EU-WEST,unlimited,0
CUS100056,2024-05-16,DE,38007,40,employed,39657.0,Standard,60,42.06,2523.6,3,EU-WEST,unlimited,0
CUS100241,2022-03-31,DE,88179,62,student,24868.0,Standard,2,45.45,90.9,1,EU-WEST,unlimited,1
CUS100087,2022-08-08,AT,67517,49,employed,31894.0,Basic,61,28.9,1762.9,0,EU-WEST,unlimited,0
CUS100346,2023-06-13,AT,20825,62,employed,55084.0,Standard,7,50.91,356.37,1,EU-WEST,unlimited,1
CUS100097,2019-10-16,DE,88809,39,employed,41454.0,Premium,37,84.47,3125.39,0,EU-WEST,unlimited,0
CUS100550,2021-03-29,BE,30944,73,employed,35048.0,Standard,23,45.36,1043.28,2,EU-WEST,unlimited,1
CUS100116,2022-10-10,DE,05677,151,employed,30731.0,Standard,42,50.29,2112.18,0,EU-WEST,unlimited,0
CUS100201,2019-10-26,DE,40867,50,employed,55366.0,Premium,70,82.67,5786.9,4,EU-WEST,unlimited,0
CUS100559,2020-11-01,DE,41617,29,student,24970.0,Basic,60,34.35,2061.0,1,EU-WEST,unlimited,0
CUS100323,2023-06-09,DE,86583,39,employed,42281.0,Basic,66,27.16,1792.56,1,EU-WEST,unlimited,0
CUS100193,2023-03-02,AT,07415,64,self-employed,104185.0,Standard,2,52.38,104.76,1,EU-WEST,unlimited,0
CUS100236,2024-05-01,DE,85515,36,employed,165489.0,Basic,61,16.7,1018.7,2,EU-WEST,unlimited,0
CUS100213,2024-03-02,CH,14772,48,employed,29446.0,Standard,43,41.03,1764.29,0,EU-WEST,unlimited,0
CUS100510,2020-02-20,DE,52954,68,employed,23293.0,Basic,62,27.54,1707.48,0,EU-WEST,unlimited,0
CUS100451,2019-02-12,DE,33150,75,employed,30388.0,Standard,7,45.19,316.33,1,EU-WEST,unlimited,0
CUS100497,2023-10-21,FR,80425,24,employed,77541.0,Basic,60,18.3,1098.0,2,EU-WEST,unlimited,0
CUS100538,2022-03-22,DE,73566,73,self-employed,21210.0,Premium,55,89.13,4902.15,2,EU-WEST,unlimited,0
CUS100518,2019-04-07,NL,85819,58,retired,20654.0,Basic,64,10.78,689.92,1,EU-WEST,unlimited,0
CUS100513,2022-08-18,DE,17479,51,employed,55667.0,Standard,6,52.94,317.64,1,EU-WEST,unlimited,0
CUS100518,2019-04-07,NL,85819,58,retired,20654.0,Basic,64,20.78,689.92,3,EU-WEST,unlimited,0
CUS100296,2020-06-02,CH,07851,55,unemployed,,Basic,12,36.38,unknown,2,EU-WEST,unlimited,0
CUS100225,2019-04-21,NL,67347,59,employed,37874.0,Basic,11,18.86,207.46,1,EU-WEST,unlimited,1
CUS100565,2023-02-20,AT,41326,28,student,62890.0,Basic,5,19.4,97.0,1,EU-WEST,unlimited,0
CUS100390,2019-09-10,DE,11665,26,student,59741.0,Standard,9,41.6,374.4,1,EU-WEST,unlimited,0
CUS100089,2023-02-14,CH,96392,32,employed,100129.0,Standard,47,43.62,2050.14,3,EU-WEST,unlimited,0
CUS100358,2022-09-21,DE,42101,64,retired,32499.0,Basic,61,27.12,1654.32,2,EU-WEST,unlimited,0
CUS100517,2023-06-29,NA,28890,65,unemployed,38586.0,Basic,42,21.07,884.94,5,EU-WEST,unlimited,1
CUS100395,2021-12-15,DE,20977,71,unemployed,38954.0,Basic,23,27.7,637.1,2,EU-WEST,unlimited,0
CUS100515,2023-04-08,DE,12861,71,unemployed,40414.0,Premium,55,69.87,3842.85,3,EU-WEST,unlimited,0
CUS100617,2019-03-17,DE,16329,39,student,14663.0,Standard,3,47.1,141.3,0,EU-WEST,unlimited,0
CUS100547,2020-08-30,CH,31430,42,student,45620.0,Business,64,93.84,6005.76,0,EU-WEST,unlimited,0
CUS100019,2020-12-12,DE,07216,48,student,,Basic,34,24.31,826.54,1,EU-WEST,unlimited,1
CUS100014,2020-10-02,CH,87890,70,employed,54703.0,Business,36,100.56,3620.16,2,EU-WEST,unlimited,0
CUS100252,2021-01-09,DE,93680,75,employed,64215.0,Standard,14,45.84,641.76,2,EU-WEST,unlimited,0
CUS100468,2024-07-03,CH,15614,24,employed,62838.0,Business,10,106.98,1069.8,1,EU-WEST,unlimited,1
CUS100328,2019-04-24,DE,38356,36,student,40877.0,Standard,54,54.36,2935.44,0,EU-WEST,unlimited,0
CUS100120,2021-08-26,CH,92631,28,employed,42434.0,Premium,32,74.95,2398.4,1,EU-WEST,unlimited,0
CUS100332,2023-09-12,DE,75270,20,employed,74608.0,Standard,13,46.86,609.18,2,EU-WEST,unlimited,0
CUS100285,2021-07-09,FR,16193,73,student,42576.0,Standard,31,56.07,1738.17,3,EU-WEST,unlimited,0
CUS100333,2023-03-04,AT,98395,68,student,78761.0,Premium,43,84.74,3643.82,1,EU-WEST,unlimited,1
CUS100042,2021-05-28,AT,07176,29,unemployed,40380.0,Basic,61,25.72,1568.92,0,EU-WEST,unlimited,0
CUS100196,2020-05-25,CH,07890,75,retired,57683.0,Standard,58,53.64,3111.12,2,EU-WEST,unlimited,0
CUS100345,2023-01-27,AT,95801,41,employed,57348.0,Business,46,95.36,4386.56,0,EU-WEST,unlimited,1
CUS100033,2021-02-19,DE,29725,29,employed,47683.0,Standard,72,44.35,3193.2,2,EU-WEST,unlimited,0
CUS100250,2020-07-06,DE,10756,34,employed,41229.0,Standard,17,40.36,686.12,2,EU-WEST,unlimited,0
CUS100227,2019-06-02,CH,02084,38,retired,61746.0,Basic,68,35.35,2403.8,2,EU-WEST,unlimited,1
CUS100572,2021-04-28,CH,66061,60,employed,39731.0,Basic,21,17.49,367.29,1,EU-WEST,unlimited,0
CUS100521,2020-10-07,CH,15098,68,employed,39822.0,Standard,6,42.14,252.84,1,EU-WEST,unlimited,0
CUS100412,2022-04-07,DE,18336,42,employed,46829.0,Business,18,103.53,1863.54,1,EU-WEST,unlimited,1
CUS100430,2020-12-04,NL,89306,71,employed,54534.0,Standard,22,38.76,852.72,0,EU-WEST,unlimited,0
CUS900007,2019-07-08,FR,90766,54,employed,43346.0,Basic,28,39.93,1118.04,3,EU-WEST,unlimited,1
CUS100482,2020-12-28,NL,10188,23,retired,29229.0,Business,12,93.81,1125.72,5,EU-WEST,unlimited,1
CUS100455,2022-10-28,DE,06155,72,employed,54692.0,Premium,46,73.9,3399.4,2,EU-WEST,unlimited,0
CUS100290,2021-01-23,DE,14546,39,student,51679.0,Business,52,93.27,4850.04,2,EU-WEST,unlimited,0
CUS100310,2022-01-18,DE,96417,52,employed,47113.0,Basic,67,19.13,1281.71,2,EU-WEST,unlimited,0
CUS100016,2023-12-31,DE,19257,54,employed,41904.0,Basic,10,13.64,136.4,3,EU-WEST,unlimited,0
CUS100158,2021-12-04,DE,43865,44,employed,88976.0,Standard,21,54.14,1136.94,3,EU-WEST,unlimited,0
CUS100243,2021-09-27,DE,10671,36,unemployed,24556.0,Basic,46,29.79,1370.34,0,EU-WEST,unlimited,0
CUS100066,2024-10-21,DE,45328,32,student,51317.0,Basic,7,27.31,191.17,1,EU-WEST,unlimited,1
CUS100146,2021-05-16,BE,71300,23,employed,28718.0,Standard,7,43.63,305.41,1,EU-WEST,unlimited,1
CUS100421,2024-04-30,DE,87761,42,employed,78025.0,Standard,25,40.52,1013.0,3,EU-WEST,unlimited,0
CUS100359,2024-08-08,DE,03664,32,employed,28994.0,Standard,9,49.03,441.27,1,EU-WEST,unlimited,1
CUS100602,2023-08-07,DE,50549,36,student,37658.0,Premium,15,79.41,1191.15,0,EU-WEST,unlimited,1
CUS100119,2019-04-13,AT,09978,32,self-employed,34922.0,Standard,43,51.82,2228.26,3,EU-WEST,unlimited,0
CUS100140,2024-06-27,NL,97212,33,employed,58006.0,Standard,1,43.54,43.54,0,EU-WEST,unlimited,0
CUS100065,2020-02-26,DE,75965,29,retired,19813.0,Business,1,93.04,93.04,2,EU-WEST,unlimited,1
CUS100238,2022-07-19,DE,14190,20,self-employed,55564.0,Standard,62,50.89,3155.18,2,EU-WEST,unlimited,0
CUS100009,2024-06-25,AT,81299,69,employed,29666.0,Premium,22,75.8,1667.6,2,EU-WEST,unlimited,0
CUS100442,2024-08-14,DE,91104,76,employed,32584.0,Standard,36,38.45,1384.2,1,EU-WEST,unlimited,0
CUS100552,2020-10-17,DE,28765,34,employed,23042.0,Premium,33,78.66,2595.78,0,EU-WEST,unlimited,1
CUS100018,2021-03-01,FR,55781,26,self-employed,,Basic,9,27.27,245.43,1,EU-WEST,unlimited,0
CUS100408,2019-04-10,DE,98026,35,employed,33407.0,Premium,55,88.9,4889.5,2,EU-WEST,unlimited,0
CUS100462,2023-08-30,DE,67998,70,self-employed,36326.0,Basic,7,35.48,248.36,1,EU-WEST,unlimited,0
